NameofSatellite,Country,Owner,Users,Purpose,ClassofOrbit,Perigeekm,Apogeekm,Eccentricity,Inclinationdegrees,Periodminutes,Radius,LaunchMass,DateofLaunch,ExpectedLifetime,LaunchSite,LaunchVehicle,major,minor,focus,theta,x,y,cx,cy,r
AsiaSat-4 ,China,"Asia Satellite Telecommunications Co. Ltd.,China",Commercial,Communications,GEO,35784,35789,0.0000593,0,1436.1000,0.4137,4137,12/04/2003,15 yrs.,Cape Canaveral,Atlas 3B,35786.5,35786.49994,2.12212,0,35786.5,0,2.12212,0,35786.5
AsiaSat-5,China,"Asia Satellite Telecommunications Co. Ltd.,China",Commercial,Communications,GEO,35778,35795,0.000202,0,1436.1100,0.376,3760,11/08/2009,15 yrs.,Baikonur Cosmodrome,Breeze M,35786.5,35786.49927,7.22889,0,35786.5,0,7.22889,0,35786.5
AsiaSat-6 (Thaicom-7),China,"Asia Satellite Telecommunications Co. Ltd.,China",Commercial,Communications,GEO,35783,35793,0.000119,0.07,1436.1700,0.37,3700,07/09/2014,15 yrs.,Cape Canaveral,Falcon 9,35788,35787.99975,4.2588,0,35788,0,4.2588,0,35788
AsiaSat-7,China,"Asia Satellite Telecommunications Co. Ltd. ,China",Commercial,Communications,GEO,35782,35793,0.00013,0.02,1436.1700,0.3813,3813,25/11/2011,15 yrs.,Baikonur Cosmodrome,Proton M,35787.5,35787.4997,4.65234,0,35787.5,0,4.65234,0,35787.5
AsiaSat-8,China,"Asia Satellite Telecommunications Co. Ltd. ,China",Commercial,Communications,GEO,35781,35793,0.000142,0.07,1436.1000,0.45,4500,05/08/2014,15 yrs.,Cape Canaveral,Falcon 9,35787,35786.99964,5.08172,0,35787,0,5.08172,0,35787
AsiaStar ,USA,"1Worldspace,USA",Commercial,Communications,GEO,35773,35801,0.000332,0.02,1436.1500,0.2775,2775,21/03/2000,15 yrs.,Guiana Space Center,Ariane 5G,35787,35786.99803,11.88127,0,35787,0,11.88127,0,35787
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),Japan,"Ministry of Economy, Trade and Industry,Japan",Government,Earth Observation,LEO,506,507,0.0000727,97.48,94.7500,0.05,500,06/11/2014,3 yrs.,Dombarovsky Air Base,Dnepr,506.5,506.5,0.03682,0,506.5,0,0.03682,0,506.5
Astra 1D ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35776,35795,0.000225,1.15,1436.0800,0.2924,2924,01/11/1994,15 yrs.,Guiana Space Center,Ariane 42P,35785.5,35785.49909,8.05174,0,35785.5,0,8.05174,0,35785.5
Astra 1F ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35778,35797,0.000225,0.03,1436.1500,0.301,3010,18/04/1996,15 yrs.,Baikonur Cosmodrome,Proton K,35787.5,35787.49909,8.05218,0,35787.5,0,8.05218,0,35787.5
Astra 1G ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35780,35791,0.00013,0.04,1436.0800,0.3379,3379,02/12/1997,15 yrs.,Baikonur Cosmodrome,Proton K,35785.5,35785.4997,4.65213,0,35785.5,0,4.65213,0,35785.5
Astra 1H ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35776,35794,0.000213,0.06,1436.0400,0.369,3690,18/06/1999,15 yrs.,Baikonur Cosmodrome,Proton D,35785,35784.99919,7.62218,0,35785,0,7.62218,0,35785
Astra 1KR,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35766,35807,0.000486,0.08,1436.1000,0.4332,4332,20/04/2006,15 yrs.,Cape Canaveral,Atlas 5,35786.5,35786.49577,17.39223,0,35786.5,0,17.39223,0,35786.5
Astra 1L,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35772,35798,0.000308,0.05,1436.0300,0.45,4500,04/05/2007,15 yrs.,Guiana Space Center,Ariane 5 ECA,35785,35784.9983,11.02177,0,35785,0,11.02177,0,35785
Astra 1M,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35804,35852,0.000569,0.14,1438.2000,0.5345,5345,05/11/2008,15 yrs.,Baikonur Cosmodrome,Proton M,35828,35827.9942,20.38612,0,35828,0,20.38612,0,35828
Astra 1N,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35715,35780,0.000772,0.12,1434.1000,0.535,5350,06/08/2011,15 yrs.,Guiana Space Center,Ariane 5 ECA,35747.5,35747.48935,27.59707,0,35747.5,0,27.59707,0,35747.5
Astra 2A ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35776,35797,0.000249,0.08,1436.1200,0.3635,3635,30/08/1998,15 yrs.,Baikonur Cosmodrome,Proton K,35786.5,35786.49889,8.91084,0,35786.5,0,8.91084,0,35786.5
Astra 2B ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35772,35801,0.000344,0.07,1436.1100,0.3315,3315,14/09/2000,14yrs.,Guiana Space Center,Ariane 5G,35786.5,35786.49788,12.31057,0,35786.5,0,12.31057,0,35786.5
Astra 2C ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35768,35804,0.000427,0.07,1436.1200,0.3643,3643,16/06/2001,15 yrs.,Baikonur Cosmodrome,Proton K,35786,35785.99674,15.28062,0,35786,0,15.28062,0,35786
Astra 2D,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35770,35802,0.00038,0.07,1436.1000,0.142,1420,19/12/2000,15 yrs.,Guiana Space Center,Ariane 5G,35786,35785.99742,13.59868,0,35786,0,13.59868,0,35786
Astra 2E,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35781,35793,0.000142,0.11,1436.1200,0.6052,6052,29/09/2013,15 yrs.,Baikonur Cosmodrome,Proton M,35787,35786.99964,5.08172,0,35787,0,5.08172,0,35787
Astra 2F,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35777,35795,0.000213,0.06,1436.0700,0.6,6000,28/09/2012,15 yrs.,Guiana Space Center,Ariane 5 ECA,35786,35785.99919,7.62243,0,35786,0,7.62243,0,35786
Astra 2G,NR (12/16),"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35785,35789,0.0000474,0.09,1436.1100,0.6,6000,27/12/2014,15 yrs.,Baikonur Cosmodrome,Proton-M,35787,35786.99996,1.69625,0,35787,0,1.69625,0,35787
Astra 3A ,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35770,35804,0.000403,0.06,1436.0700,0.15,1500,29/03/2002,10 yrs.,Guiana Space Center,Ariane 44L,35787,35786.99709,14.42217,0,35787,0,14.42217,0,35787
Astra 3B,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35768,35806,0.000451,0.08,1436.1100,0.5471,5471,21/05/2010,15 yrs.,Guiana Space Center,Ariane 5 ECA,35787,35786.99636,16.13995,0,35787,0,16.13995,0,35787
Astra 5B,Luxembourg,"SES (Soci’©t’© Europ’©enne des Satellites (SES)),Luxembourg",Commercial,Communications,GEO,35787,35793,0.0000712,0.05,1436.2600,0.5724,5724,22/03/2014,15 yrs.,Guiana Space Center,Ariane 5 ECA,35790,35789.99991,2.54828,0,35790,0,2.54828,0,35790
Astrosat,NR,"Telemetry Tracking and Command Network (ISTRAC) Centre,India",Government,Space Science,LEO,632,649,0.00121,5.99,97.5400,0.023,230,28/09/2015,5 yrs.,Satish Dhawan Space Centre,PSLV C-30,640.5,640.49953,0.77501,0,640.5,0,0.77501,0,640.5
Athena-FidusÎ¾Î¾(Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),France,"Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),France/Italy",Government/Military,Communications,GEO,35784,35788,0.0000474,0.05,1436.0600,0.308,3080,06/02/2014,15 yrs.,Guiana Space Center,Ariane 5 ECA,35786,35785.99996,1.69623,0,35786,0,1.69623,0,35786
Athenoxat-1 ((Athene Noctua Experimental Satellite) ,NR,"Microspace Rapid Pvt Ltd.,Singapore",Commercial,Technology Development,LEO,532,550,0.0013,14.98,95.4600,0.0006,6,16/12/2015,2 yrs.,Satish Dhawan Space Centre,PSLV-C29,541,540.99954,0.7033,0,541,0,0.7033,0,541
Atlantis (QB50 - US02),NR (10/17),"University of Michigan,USA",Civil,Earth Science,LEO,396,409,0.00096,51.6,92.6000,0.0002,2,26/05/2017,15 yrs.,International Space Station,Nanorack Deployer,402.5,402.49981,0.3864,0,402.5,0,0.3864,0,402.5
AuroraÎ¾Î¾(Tabletsat-2U-EO),Russia,"Sputnix Ltd.,Russia",Commercial,Technology Development,LEO,583,618,0.00251,97.99,96.7000,0.0025,25,19/06/2014,1 yr.,Dombarovsky Air Base,Dnepr,600.5,600.49811,1.50725,0,600.5,0,1.50725,0,600.5
Azerspace/Africasat-1a (Azersat-1),Azerbaijan,"Ministry of Communications and Information Technologies,Azerbaijan",Government,Communications,GEO,35778,35794,0.00019,0.04,1436.0800,0.325,3250,07/02/2013,15 yrs.,Guiana Space Center,Ariane 5 ECA,35786,35785.99935,6.79935,0,35786,0,6.79935,0,35786
Badr 4 (Arabsat 4B),NR,"Arab Satellite Communications Org. (ASCO),Multinational",Government,Communications,GEO,35780,35791,0.00013,0.07,1436.0600,0.3304,3304,08/11/2006,15 yrs.,Baikonur Cosmodrome,Proton M,35785.5,35785.4997,4.65213,0,35785.5,0,4.65213,0,35785.5
Badr 5 (Arabsat 5B),NR,"Arab Satellite Communications Org. (ASCO),Multinational",Government,Communications,GEO,35834,35883,0.00058,0.06,1439.7600,0.542,5420,03/06/2010,15 yrs.,Baikonur Cosmodrome,Proton,35858.5,35858.49397,20.79793,0,35858.5,0,20.79793,0,35858.5
Badr 5A (Arabsat 5A),NR,"Arab Satellite Communications Org. (ASCO),Multinational",Government,Communications,GEO,35605,35623,0.000214,0.03,1427.2700,0.494,4940,26/06/2010,15 yrs.,Guiana Space Center,Ariane 5 ECA,35614,35613.99918,7.6214,0,35614,0,7.6214,0,35614
Badr 6 (Arabsat 4AR),NR,"Arab Satellite Communications Org. (ASCO),Multinational",Government,Communications,GEO,35768,35805,0.000439,0.05,1436.1000,0.34,3400,07/07/2008,15 yrs.,Guiana Space Center,Ariane 5 ECA,35786.5,35786.49655,15.71028,0,35786.5,0,15.71028,0,35786.5
Badr 7 (Arabsat 6B),NR,"Arab Satellite Communications Org. (ASCO),Multinational",Government,Communications,GEO,35768,35817,0.000581,0.1,1436.0000,0.55,5500,10/11/2015,15 yrs.,Guiana Space Center,Ariane 5,35792.5,35792.49396,20.79545,0,35792.5,0,20.79545,0,35792.5
BARS-M (Cosmos 2503),Russia,"Ministry of Defense,Russia",Military,Earth Observation,LEO,570,586,0.00115,97.7,96.1000,0.4,4000,27/02/2015,5 yrs.,Plesetsk Cosmodrome,Soyuz-2.1b,578,577.99962,0.6647,0,578,0,0.6647,0,578
BARS-M (Cosmos 2515),Russia,"Ministry of Defense,Russia",Military,Earth Observation,LEO,549,594,0.00324,97.62,96.1000,0.4,4000,24/03/2016,5 yrs.,Plesetsk Cosmodrome,Soyuz 2.1a,571.5,571.497,1.85166,0,571.5,0,1.85166,0,571.5
BeEagleSat (QB 50 - TR01),NR (10/17),"Istanbul Technical University/Turkish Air Force Academy,Turkey",Civil,Earth Science,LEO,395,411,0.00118,51.6,92.6000,0.0002,2,26/05/2017,5 yrs.,International Space Station,Nanorack Deployer,403,402.99972,0.47554,0,403,0,0.47554,0,403
BeeSat-1 (Berlin Experimental and Educational Satellite 1),Germany,"Institut f’_r Luft- und Raumfahrt,Germany",Civil,Technology Development,LEO,709,718,0.000635,98.3,99.0000,0.0001,1,23/09/2009,1 yr.,Satish Dhawan Space Centre,PSLV,713.5,713.49986,0.45307,0,713.5,0,0.45307,0,713.5
BeeSat-2 (Berlin Experimental and Educational Satellite 2),Germany,"Institut f’_r Luft- und Raumfahrt,Germany",Civil,Technology Development,LEO,555,579,0.00173,64.8,96.0100,0.0001,1,19/04/2013,1 yr.,Baikonur Cosmodrome,Soyuz 2.1a,567,566.99915,0.98091,0,567,0,0.98091,0,567
BeeSat-3 (Berlin Experimental and Educational Satellite 3),Germany,"Institut f’_r Luft- und Raumfahrt,Germany",Civil,Technology Development,LEO,554,581,0.00195,64.8,96.0100,0.0001,1,19/04/2013,1 yr.,Baikonur Cosmodrome,Soyuz 2.1a,567.5,567.49892,1.10662,0,567.5,0,1.10662,0,567.5
Beidou 2-12 (Compass M3),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21460,21595,0.00242,55.16,773.1900,0.22,2200,28/04/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3B,21527.5,21527.43696,52.09655,0,21527.5,0,52.09655,0,21527.5
Beidou 2-13 (Compass M4),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21452,21603,0.00271,55.1,773.2100,0.22,2200,28/04/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3B,21527.5,21527.42095,58.33952,0,21527.5,0,58.33952,0,21527.5
Beidou 2-14 (Compass M5),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21462,21591,0.00231,55,773.1000,0.38,3800,18/09/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3B,21526.5,21526.44257,49.72621,0,21526.5,0,49.72621,0,21526.5
Beidou 2-15 (Compass M6),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21477,21574,0.00174,55,773.1000,0.38,3800,18/09/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3B,21525.5,21525.46741,37.45437,0,21525.5,0,37.45437,0,21525.5
Beidou 2-16 (Compass G-6),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35775,35799,0.000285,1.84,1436.1100,0.38,3800,25/10/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3C,35787,35786.99855,10.1993,0,35787,0,10.1993,0,35787
Beidou 2-17 (IGSO-6),NR (12/16),"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35676,35890,0.00254,54.97,1435.9200,0.42,4200,30/03/2016,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35783,35782.88457,90.88882,0,35783,0,90.88882,0,35783
Beidou 2-18 (Compass G-7),NR (12/16),"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35776,35794,0.000213,1.84,1436.1000,0.38,3800,12/06/2016,8 yrs.,Xichang Satellite Launch Center,Long March 3C,35785,35784.99919,7.62218,0,35785,0,7.62218,0,35785
Beidou 3I-1S,China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35796,36781,0.0115,54.9,1461.8100,0.42,4200,30/03/2015,8 yrs.,Xichang Satellite Launch Center,Long March 3C,36288.5,36286.10034,417.31775,0,36288.5,0,417.31775,0,36288.5
Beidou 3I-2S,NR,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35606,35953,0.00412,55,1435.7300,0.42,4200,29/09/2015,8 yrs.,Xichang Satellite Launch Center,Long March 3B,35779.5,35779.19633,147.41154,0,35779.5,0,147.41154,0,35779.5
Beidou 3M-1S,NR,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21520,21549,0.00052,55,773.2000,0.08,800,25/07/2015,5 yrs.,Xichang Satellite Launch Center,Long March 3B,21534.5,21534.49709,11.19793,0,21534.5,0,11.19793,0,21534.5
Beidou 3M-2S,NR,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21521,21550,0.00052,55,773.3000,0.08,800,25/07/2015,5 yrs.,Xichang Satellite Launch Center,Long March 3B,21535.5,21535.49709,11.19846,0,21535.5,0,11.19846,0,21535.5
Beidou 3M-3S,NR (12/16),"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21524,21532,0.000143,55,773.2000,0.08,800,01/02/2016,5 yrs.,Xichang Satellite Launch Center,Long March 3C,21528,21527.99978,3.07848,0,21528,0,3.07848,0,21528
Beidou G1 (Compass G-1),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35768,35803,0.000415,1.78,1436.0500,0.22,2200,16/01/2010,5 yrs.,Xichang Satellite Launch Center,Long March 3C,35785.5,35785.49692,14.85098,0,35785.5,0,14.85098,0,35785.5
Beidou G3 (Compass G-3),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35774,35797,0.000273,1.83,1436.0500,0.22,2200,02/06/2010,5 yrs.,Xichang Satellite Launch Center,Long March 3,35785.5,35785.49867,9.76945,0,35785.5,0,9.76945,0,35785.5
Beidou G4 (Compass G-4),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35764,35809,0.000534,1.43,1436.1000,0.6,6000,31/10/2010,5 yrs.,Xichang Satellite Launch Center,Long March 3C,35786.5,35786.4949,19.10999,0,35786.5,0,19.10999,0,35786.5
Beidou G5 (Compass G-11),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35776,35799,0.000273,1.87,1436.1500,0.23,2300,24/02/2012,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35787.5,35787.49867,9.76998,0,35787.5,0,9.76998,0,35787.5
Beidou IGSO-1 (Compass G-5),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35670,35893,0.00265,55.09,1435.8200,0.42,4200,31/07/2010,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35781.5,35781.37436,94.82097,0,35781.5,0,94.82097,0,35781.5
Beidou IGSO-2 (Compass G-7),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35717,35817,0.00119,55.23,1436.1200,0.42,4200,17/12/2010,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35767,35766.97468,42.56273,0,35767,0,42.56273,0,35767
Beidou IGSO-3 (Compass G-8),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35693,37872,0.0252,96.4,1435.9300,0.42,4200,09/04/2011,8 yrs.,Xichang Satellite Launch Center,Long March 3A,36782.5,36770.81897,926.919,0,36782.5,0,926.919,0,36782.5
Beidou IGSO-4 (Compass G-9),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35708,35879,0.00203,55.2,1435.1000,0.42,4200,26/07/2011,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35793.5,35793.42625,72.6608,0,35793.5,0,72.6608,0,35793.5
Beidou IGSO-5 (Compass G-10),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,GEO,35708,35864,0.00185,55.16,1436.0800,0.42,4200,01/12/2011,8 yrs.,Xichang Satellite Launch Center,Long March 3A,35786,35785.93876,66.2041,0,35786,0,66.2041,0,35786
Beidou M1 (Compass M1),China,"Chinese Defense Ministry,China",Military/Government,Navigation/Global Positioning,MEO,21519,21545,0.000466,55.26,773.3900,0.22,2200,14/04/2007,8 yrs.,Xichang Satellite Launch Center,Long March 3A,21532,21531.99766,10.03391,0,21532,0,10.03391,0,21532
"BeijinGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,"Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),China",Civil,Earth Observation,LEO,681,703,0.00156,97.9,98.6000,0.0166,166,27/10/2005,7 yrs.,Plesetsk Cosmodrome,Kosmos 3M,692,691.99916,1.07952,0,692,0,1.07952,0,692
Belintersat-1,NR,"Belintersat,Belarus",Government,Communications,GEO,35779,35792,0.000154,0.46,1436.0600,0.5223,5223,15/01/2016,15 yrs.,Xichang Satellite Launch Center,Long March 3B,35785.5,35785.49958,5.51094,0,35785.5,0,5.51094,0,35785.5
BermudaSat-1 (Echostar 6) ,USA,"Echostar Technologies, LLC - leased to Bermuda, operated by SES Satellites,USA",Commercial,Communications,GEO,35775,35798,0.000273,0.07,1436.1200,0.37,3700,14/07/2000,12 yrs.,Cape Canaveral,Atlas 2AS,35786.5,35786.49867,9.76973,0,35786.5,0,9.76973,0,35786.5
BGUSat (Ben Gurion University Satellite),NR (9/17),"Ben Gurion University,Israel",Civil,Earth Science/Space Science,LEO,496,506,0.000728,97.5,94.6000,0.0005,5,15/02/2017,2 yrs.,Satish Dhawan Space Centre,PSLV XL,501,500.99987,0.36473,0,501,0,0.36473,0,501
Bird 2 (Bispectral InfraRed Detector 2),Germany,"Institute of Space Sensor Technology and Planetary Exploration,Germany",Government/Civil,Earth Observation/Technology Development,LEO,500,521,0.00153,97.9,94.8000,0.0092,92,22/10/2001,1.5 yrs.,Satish Dhawan Space Centre,PSLV C3,510.5,510.4994,0.78107,0,510.5,0,0.78107,0,510.5
BIROS (Bispectral Infrared Optical System),Germany,"German Aerospace Center (DLR),Germany",Government,Earth Observation,LEO,500,517,0.00124,97.5,94.7000,0.013,130,22/06/2016,2 yrs.,Satish Dhawan Space Centre,PSLV XL,508.5,508.49961,0.63054,0,508.5,0,0.63054,0,508.5
BisonSat (Nwist Qwiqway),NR,"Salish Kootenai College,USA",Civil,Earth Observation/Technology Development,LEO,497,801,0.0217,64.78,97.7000,0.0001,1,08/10/2015,5 yrs.,Cape Canaveral,Atlas 5,649,648.84718,14.0833,0,649,0,14.0833,0,649
BKA 2 (BelKA 2),Belarus,"National Academy of Sciences,Belarus",Government,Earth Observation,LEO,503,507,0.000291,97.5,94.7000,0.04,400,22/07/2012,5 yrs.,Baikonur Cosmodrome,Soyuz-Fregat,505,504.99998,0.14696,0,505,0,0.14696,0,505
BlackSky Pathfinder 1,NR (12/16),"BlackSky Global,USA",Commercial,Earth Observation,LEO,661,701,0.00284,98.2,98.3000,0.0044,44,26/09/2016,3 yrs.,Satish Dhawan Space Centre,PSLV,681,680.99725,1.93404,0,681,0,1.93404,0,681
Blagovest-11L (Cosmos 2520),NR (10/17),"Ministry of Defense,Russia",Military/Commercial,Communications,GEO,35781,35803,0.000261,0,1436.0000,0.0356,356,16/08/2017,15 yrs.,Baikonur Cosmodrome,Proton,35792,35791.99878,9.3417,0,35792,0,9.3417,0,35792
BRAC ONNESHA (Bird BB),NR (10/17),"Kyushu Institute of Technology (KIT),Bangladesh",Civil,Communications,LEO,401,404,0.000221,51.6,94.6000,0.0002,2,07/07/2017,15 yrs.,International Space Station,Nanorack Deployer,402.5,402.49999,0.08895,0,402.5,0,0.08895,0,402.5
Brazilsat B-2 (Brasilsat B-2),Brazil,"Embratel Star One,Brazil",Military/Commercial,Communications,GEO,35776,35797,0.000249,0.84,1436.1100,0.178,1780,28/03/1995,12 yrs.,Guiana Space Center,Ariane 44LP,35786.5,35786.49889,8.91084,0,35786.5,0,8.91084,0,35786.5
Brazilsat B-3 (Brasilsat B-3),Brazil,"Embratel Star One,Brazil",Commercial,Communications,GEO,35769,35803,0.000403,0.04,1436.0700,0.178,1780,04/02/1998,12 yrs.,Guiana Space Center,Ariane 44LP,35786,35785.99709,14.42175,0,35786,0,14.42175,0,35786
Brazilsat B-4 (Brasilsat B-4),Brazil,"Embratel Star One,Brazil",Commercial,Communications,GEO,35772,35800,0.000332,0.07,1436.0900,0.2495,2495,17/08/2000,12 yrs.,Guiana Space Center,Ariane 44LP,35786,35785.99803,11.88096,0,35786,0,11.88096,0,35786
BRISat,NR (12/16),"Bank Rakyat Indonesia (BRI),Indonesia",Commercial,Communications,GEO,35702,35876,0.00206,0.07,1436.2000,0.354,3540,19/06/2016,15 yrs.,Guiana Space Center,Ariane 5 ECA,35789,35788.92406,73.72534,0,35789,0,73.72534,0,35789
BRITE-CA-1 (BRITE Toronto),NR,"University of Toronto, Institute for Aerospace Studies,Canada",Civil,Space Science,LEO,613,739,0.00894,97.97,98.2700,0.001,10,19/06/2014,2 yrs.,Dombarovsky Air Base,Dnepr,676,675.97299,6.04344,0,676,0,6.04344,0,676
"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)",Poland,"BRITE Consortium,Multinational",Government,Space Science,LEO,594,886,0.0205,97.7,99.6000,0.001,10,21/11/2013,2 yrs.,Dombarovsky Air Base,Dnepr,740,739.84449,15.17,0,740,0,15.17,0,740
